"Country","Response_measure","date_start","date_end"
"Iceland","OutdoorOver100",2020-03-16,2020-03-23
"Iceland","OutdoorOver100",2020-07-31,2020-09-07
"Iceland","OutdoorOver50",2020-03-24,2020-05-25
"Iceland","OutdoorOver50",2020-10-04,2021-02-23
"Iceland","OutdoorOver50",2021-05-10,2021-05-24
"Iceland","OutdoorOver500",2020-05-26,2020-07-30
"Iceland","OutdoorOver500",2020-09-08,2020-10-03
"Iceland","OutdoorOver500",2021-02-24,2021-03-23
"Iceland","OutdoorOver500",2021-05-25,2021-06-25
"Iceland","PlaceOfWorship",2021-07-25,2021-08-13
"Iceland","PlaceOfWorshipPartial",2021-02-05,2021-06-15
"Iceland","PrivateGatheringRestrictions",2020-10-04,2021-02-23
"Iceland","PrivateGatheringRestrictions",2021-03-24,2021-05-09
"Iceland","QuarantineForInternationalTravellers",2020-01-28,2021-01-24
"Iceland","QuarantineForInternationalTravellersPartial",2021-01-25,NA
"Iceland","RestaurantsCafes",2020-03-16,2020-05-25
"Iceland","RestaurantsCafesPartial",2020-10-31,2021-06-25
"Iceland","RestaurantsCafesPartial",2021-07-25,2021-08-13
"Iceland","StayHomeRiskG",2020-03-16,2020-03-17
"Ireland","BanOnAllEvents",2020-03-24,2020-06-28
"Ireland","BanOnAllEvents",2020-10-21,2020-11-30
"Ireland","BanOnAllEvents",2020-12-31,2021-05-09
"Ireland","BanOnAllEventsPartial",2020-03-06,2020-03-08
"Ireland","BanOnAllEventsPartial",2021-05-10,2021-06-06
"Ireland","ClosDaycare",2020-03-12,2020-06-29
"Ireland","ClosDaycarePartial",2021-01-11,2021-03-29
"Ireland","ClosHigh",2020-03-12,2020-09-20
"Ireland","ClosHighPartial",2020-09-21,NA
"Ireland","ClosPrim",2020-03-12,2020-08-24
"Ireland","ClosPrim",2021-01-11,2021-02-28
"Ireland","ClosPrimPartial",2021-03-01,2021-03-14
"Ireland","ClosPubAny",2020-03-12,2020-03-26
"Ireland","ClosPubAnyPartial",2020-03-27,NA
"Ireland","ClosSec",2020-03-12,2020-08-31
"Ireland","ClosSec",2021-01-11,2021-02-28
"Ireland","ClosSecPartial",2021-03-01,2021-04-11
"Ireland","ClosureOfPublicTransportPartial",2020-03-27,NA
"Ireland","EntertainmentVenues",2020-03-12,2020-06-29
"Ireland","EntertainmentVenues",2020-10-06,2020-11-30
"Ireland","EntertainmentVenues",2020-12-25,2021-04-25
"Ireland","EntertainmentVenuesPartial",2020-12-01,2020-12-24
"Ireland","EntertainmentVenuesPartial",2021-04-26,NA
"Ireland","GymsSportsCentres",2020-03-24,2020-06-29
"Ireland","GymsSportsCentres",2020-10-21,2020-11-30
"Ireland","GymsSportsCentres",2020-12-31,2021-06-06
"Ireland","GymsSportsCentresPartial",2020-10-06,2020-10-20
"Ireland","GymsSportsCentresPartial",2020-12-01,2020-12-30
"Ireland","GymsSportsCentresPartial",2021-06-07,NA
"Ireland","HotelsOtherAccommodation",2020-03-24,2020-06-29
"Ireland","HotelsOtherAccommodation",2020-10-21,2020-12-01
"Ireland","HotelsOtherAccommodation",2020-12-24,2021-06-01
"Ireland","HotelsOtherAccommodationPartial",2021-06-02,NA
"Ireland","IndoorOver100",2020-03-12,2020-03-23
"Ireland","IndoorOver50",2020-06-29,2020-10-20
"Ireland","MasksMandatoryClosedSpaces",2020-06-29,NA
"Ireland","MasksVoluntaryAllSpaces",2020-05-18,NA
"Ireland","MassGather50",2020-03-24,2020-11-30
"Ireland","MassGather50",2020-12-31,2021-05-09
"Ireland","MassGather50Partial",2020-03-06,2020-03-08
"Ireland","MassGather50Partial",2021-05-10,2021-06-06
"Ireland","MassGatherAll",2020-03-12,2020-11-30
"Ireland","MassGatherAll",2020-12-31,2021-05-09
"Ireland","MassGatherAll",2021-06-07,NA
"Ireland","MassGatherAllPartial",2020-03-06,2020-03-08
"Ireland","MassGatherAllPartial",2021-05-10,2021-06-06
"Ireland","NonEssentialShops",2020-03-24,2020-06-29
"Ireland","NonEssentialShops",2020-10-21,2020-11-30
"Ireland","NonEssentialShops",2021-01-01,2021-05-09
"Ireland","NonEssentialShopsPartial",2021-05-10,2021-05-16
"Ireland","OutdoorOver100",2021-06-07,2021-07-04
"Ireland","OutdoorOver50",2020-08-24,2020-10-20
"Ireland","OutdoorOver500",2020-03-12,2020-03-23
"Ireland","OutdoorOver500",2020-06-29,2020-08-23
"Ireland","OutdoorOver500",2021-07-05,NA
"Ireland","PlaceOfWorship",2020-10-06,2020-11-30
"Ireland","PlaceOfWorship",2020-12-31,2021-05-09
"Ireland","PlaceOfWorshipPartial",2020-12-01,2020-12-30
"Ireland","PlaceOfWorshipPartial",2021-05-10,NA
"Ireland","PrivateGatheringRestrictions",2020-03-24,2020-06-28
"Ireland","PrivateGatheringRestrictions",2020-10-21,2020-11-30
"Ireland","PrivateGatheringRestrictions",2020-12-31,2021-05-09
"Ireland","PrivateGatheringRestrictionsPartial",2020-12-01,2020-12-30
"Ireland","PrivateGatheringRestrictionsPartial",2021-05-10,NA
"Ireland","QuarantineForInternationalTravellers",2020-01-27,2020-03-13
"Ireland","QuarantineForInternationalTravellersPartial",2020-03-14,NA
"Ireland","RestaurantsCafes",2020-03-24,2020-06-29
"Ireland","RestaurantsCafes",2020-10-21,2020-12-03
"Ireland","RestaurantsCafes",2020-12-25,2021-06-06
"Ireland","RestaurantsCafesPartial",2020-10-06,2020-10-20
"Ireland","RestaurantsCafesPartial",2020-12-04,2020-12-24
"Ireland","RestaurantsCafesPartial",2021-06-07,NA
"Ireland","SocialCircle",2020-10-21,NA
"Ireland","StayHomeGen",2020-03-24,2020-03-26
"Ireland","StayHomeGen",2020-05-18,2020-06-26
"Ireland","StayHomeGenPartial",2020-03-12,2020-03-23
"Ireland","StayHomeOrder",2020-03-27,2020-05-17
"Ireland","StayHomeOrder",2020-10-21,2020-11-30
"Ireland","StayHomeOrder",2020-12-31,2021-04-11
"Ireland","StayHomeRiskG",2020-03-12,NA
"Ireland","Teleworking",2020-03-12,NA
"Italy","AdaptationOfWorkplace",2020-03-10,2020-06-10
"Italy","AdaptationOfWorkplacePartial",2020-06-11,2020-10-15
"Italy","BanOnAllEvents",2020-03-09,2020-06-11
"Italy","BanOnAllEvents",2020-11-06,2021-04-25
"Italy","BanOnAllEventsPartial",2020-03-04,2020-03-08
"Italy","ClosDaycare",2020-03-10,2020-06-10
"Italy","ClosDaycarePartial",2020-03-04,2020-03-09
"Italy","ClosDaycarePartial",2020-06-11,2020-09-14
"Italy","ClosHigh",2020-03-10,2020-06-10
"Italy","ClosHigh",2020-12-04,2021-01-15
"Italy","ClosHighPartial",2020-03-04,2020-03-09
"Italy","ClosHighPartial",2020-06-11,2020-09-14
"Italy","ClosHighPartial",2020-11-05,2020-12-03
"Italy","ClosPrim",2020-03-11,2020-09-14
"Italy","ClosPrimPartial",2020-03-04,2020-03-10
"Italy","ClosPubAny",2020-12-24,2021-01-06
"Italy","ClosPubAny",2021-04-07,2021-04-25
"Italy","ClosPubAnyPartial",2020-03-10,2020-12-23
"Italy","ClosPubAnyPartial",2021-01-07,2021-04-06
"Italy","ClosPubAnyPartial",2021-04-26,2021-06-21
"Italy","ClosPubAnyPartial",2021-08-06,NA
"Italy","ClosSec",2020-03-04,2020-06-16
"Italy","ClosSec",2020-07-05,2020-09-14
"Italy","ClosSec",2020-11-05,2021-01-06
"Italy","ClosSecPartial",2020-06-17,2020-07-04
"Italy","ClosSecPartial",2021-01-15,2021-03-05
"Italy","ClosSecPartial",2021-04-27,2021-06-08
"Italy","ClosureOfPublicTransportPartial",2020-11-05,2020-12-03
"Italy","ClosureOfPublicTransportPartial",2021-01-15,2021-04-06
"Italy","EntertainmentVenues",2020-03-10,2020-05-17
"Italy","EntertainmentVenues",2020-10-26,2021-03-26
"Italy","EntertainmentVenuesPartial",2020-05-18,2020-06-15
"Italy","EntertainmentVenuesPartial",2021-08-06,NA
"Italy","GymsSportsCentres",2020-03-10,2020-05-24
"Italy","GymsSportsCentres",2020-10-26,2021-05-14
"Italy","GymsSportsCentresPartial",2020-05-25,2020-10-25
"Italy","GymsSportsCentresPartial",2021-05-15,2021-05-29
"Italy","GymsSportsCentresPartial",2021-08-06,NA
"Italy","IndoorOver500",2020-08-07,2020-11-05
"Italy","IndoorOver500",2021-04-26,NA
"Italy","MasksMandatoryAllSpaces",2020-04-26,2020-07-14
"Italy","MasksMandatoryAllSpaces",2020-10-08,2021-06-27
"Italy","MasksMandatoryAllSpacesPartial",2020-08-16,2020-10-07
"Italy","MasksMandatoryClosedSpaces",2020-07-15,2020-08-15
"Italy","MasksMandatoryClosedSpaces",2021-06-28,NA
"Italy","MassGather50",2020-03-09,2020-06-11
"Italy","MassGather50",2020-11-06,2021-04-25
"Italy","MassGather50Partial",2020-03-04,2020-03-08
"Italy","MassGatherAll",2020-03-09,2020-06-11
"Italy","MassGatherAll",2020-11-06,NA
"Italy","MassGatherAllPartial",2020-03-04,2020-03-08
"Italy","MassGatherAllPartial",2020-06-12,2020-11-05
"Italy","NonEssentialShops",2020-03-10,2020-04-13
"Italy","NonEssentialShops",2020-12-24,2021-01-06
"Italy","NonEssentialShopsPartial",2020-04-14,2020-05-18
"Italy","OutdoorOver1000",2020-06-12,2020-11-05
"Italy","OutdoorOver1000",2021-04-26,NA
"Italy","PlaceOfWorship",2020-03-10,2020-06-15
"Italy","PrivateGatheringRestrictionsPartial",2021-02-22,NA
"Italy","QuarantineForInternationalTravellers",2020-03-04,2020-03-10
"Italy","QuarantineForInternationalTravellers",2020-06-12,2021-04-30
"Italy","RegionalStayHomeOrderPartial",2020-10-22,2021-06-21
"Italy","RestaurantsCafes",2020-12-24,2021-01-06
"Italy","RestaurantsCafesPartial",2020-03-10,2020-05-18
"Italy","RestaurantsCafesPartial",2020-10-18,2020-12-23
"Italy","RestaurantsCafesPartial",2021-01-07,2021-04-01
"Italy","RestaurantsCafesPartial",2021-04-26,2021-06-21
"Italy","RestaurantsCafesPartial",2021-08-06,NA
"Italy","StayHomeGen",2020-10-26,2020-11-04
"Italy","StayHomeOrder",2020-03-10,2020-05-04
"Italy","StayHomeOrderPartial",2020-11-05,2021-06-21
"Italy","StayHomeRiskG",2020-03-04,2021-05-06
"Italy","Teleworking",2020-03-12,2020-06-10
"Italy","Teleworking",2020-10-16,NA
"Latvia","BanOnAllEvents",2020-11-09,NA
"Latvia","BanOnAllEventsPartial",2020-05-12,2020-06-10
"Latvia","ClosDaycarePartial",2020-03-17,2020-06-10
"Latvia","ClosDaycarePartial",2021-03-16,2021-05-07
"Latvia","ClosHigh",2020-03-17,2020-08-31
"Latvia","ClosHigh",2020-10-26,2021-07-06
"Latvia","ClosHighPartial",2021-07-07,NA
"Latvia","ClosPrim",2020-03-17,2020-08-31
"Latvia","ClosPrimPartial",2020-11-02,NA
"Latvia","ClosPubAny",2020-03-17,2020-05-11
"Latvia","ClosPubAnyPartial",2020-05-12,2020-06-10
"Latvia","ClosPubAnyPartial",2020-07-11,NA
"Latvia","ClosSec",2020-10-26,2021-04-06
"Latvia","ClosSecPartial",2020-03-17,2020-05-07
"Latvia","ClosSecPartial",2021-04-07,NA
"Latvia","ClosureOfPublicTransportPartial",2020-12-07,NA
"Latvia","EntertainmentVenues",2020-03-17,2020-05-11
"Latvia","EntertainmentVenues",2020-11-09,NA
"Latvia","EntertainmentVenuesPartial",2020-05-12,2020-06-10
"Latvia","GymsSportsCentres",2020-03-17,2020-05-11
"Latvia","GymsSportsCentres",2020-12-03,2021-02-05
"Latvia","GymsSportsCentresPartial",2020-05-12,2020-06-10
"Latvia","IndoorOver100",2020-06-11,2020-07-31
"Latvia","IndoorOver1000",2020-08-17,2020-10-10
"Latvia","IndoorOver50",2020-03-17,2020-05-11
"Latvia","IndoorOver500",2020-08-01,2020-08-16
"Latvia","IndoorOver500",2020-10-11,2020-11-06
"Latvia","MasksMandatoryAllSpacesPartial",2020-03-17,2020-06-30
"Latvia","MasksMandatoryClosedSpaces",2020-10-07,NA
"Latvia","MasksMandatoryClosedSpacesPartial",2020-05-12,2020-06-30
"Latvia","MasksVoluntaryAllSpacesPartial",2020-04-20,2020-06-30
"Latvia","MassGather50",2020-03-17,2020-05-11
"Latvia","MassGather50",2020-11-09,NA
"Latvia","MassGather50Partial",2020-05-12,2020-06-10
"Latvia","MassGatherAll",2020-03-17,2020-05-11
"Latvia","MassGatherAll",2020-06-11,2020-06-30
"Latvia","MassGatherAll",2020-08-01,2020-11-06
"Latvia","MassGatherAll",2020-11-09,2021-06-21
"Latvia","MassGatherAllPartial",2020-05-12,2020-06-10
"Latvia","MassGatherAllPartial",2020-07-01,2020-07-31
"Latvia","MassGatherAllPartial",2021-06-22,NA
"Latvia","NonEssentialShopsPartial",2020-11-09,NA
"Latvia","OutdoorOver1000",2020-07-01,2020-10-29
"Latvia","OutdoorOver500",2020-06-11,2020-06-30
"Latvia","OutdoorOver500",2020-10-30,2020-11-06
"Latvia","PlaceOfWorship",2020-03-17,2020-05-11
"Latvia","PlaceOfWorshipPartial",2020-05-12,2020-06-10
"Latvia","PlaceOfWorshipPartial",2020-12-06,NA
"Latvia","PrivateGatheringRestrictions",2020-10-17,NA
"Latvia","QuarantineForInternationalTravellers",2020-03-12,2020-07-31
"Latvia","QuarantineForInternationalTravellersPartial",2020-08-01,NA
"Latvia","RestaurantsCafes",2020-11-09,2021-05-06
"Latvia","RestaurantsCafesPartial",2020-07-11,2020-11-08
"Latvia","RestaurantsCafesPartial",2021-05-07,NA
"Latvia","StayHomeGen",2020-03-17,2020-05-11
"Latvia","StayHomeGenPartial",2020-05-12,2020-06-10
"Latvia","StayHomeOrderPartial",2020-12-24,2021-02-07
"Latvia","Teleworking",2020-03-17,NA
"Liechtenstein","BanOnAllEvents",2020-12-20,2021-05-23
"Liechtenstein","ClosDaycare",2020-03-16,2020-05-11
"Liechtenstein","ClosHigh",2020-03-16,2020-06-08
"Liechtenstein","ClosPrim",2020-03-16,2020-06-08
"Liechtenstein","ClosPubAny",2020-10-24,2020-11-29
"Liechtenstein","ClosPubAny",2020-12-20,2021-02-28
"Liechtenstein","ClosPubAnyPartial",2020-03-12,2020-06-06
"Liechtenstein","ClosPubAnyPartial",2020-11-30,2020-12-19
"Liechtenstein","ClosPubAnyPartial",2021-03-01,NA
"Liechtenstein","ClosSec",2020-03-16,2020-06-08
"Liechtenstein","EntertainmentVenues",2020-03-17,2020-06-06
"Liechtenstein","EntertainmentVenues",2020-12-20,2021-04-25
"Liechtenstein","EntertainmentVenuesPartial",2020-12-12,2020-12-19
"Liechtenstein","EntertainmentVenuesPartial",2021-04-26,NA
"Liechtenstein","GymsSportsCentres",2021-01-12,2021-02-28
"Liechtenstein","GymsSportsCentresPartial",2020-03-12,2020-06-06
"Liechtenstein","GymsSportsCentresPartial",2021-03-01,NA
"Liechtenstein","IndoorOver100",2020-03-13,2020-07-03
"Liechtenstein","IndoorOver100",2021-05-24,2021-06-13
"Liechtenstein","IndoorOver1000",2020-02-28,2020-03-12
"Liechtenstein","IndoorOver1000",2020-07-04,2020-09-30
"Liechtenstein","IndoorOver500",2021-06-14,NA
"Liechtenstein","MasksMandatoryAllSpaces",2020-12-20,2021-07-04
"Liechtenstein","MasksMandatoryClosedSpaces",2020-10-20,2020-12-19
"Liechtenstein","MasksMandatoryClosedSpacesPartial",2020-07-06,2020-10-19
"Liechtenstein","MasksMandatoryClosedSpacesPartial",2021-07-05,NA
"Liechtenstein","MasksVoluntaryClosedSpacesPartial",2020-05-13,2020-07-05
"Liechtenstein","MassGather50",2020-12-20,2021-05-23
"Liechtenstein","MassGatherAll",2020-02-28,2020-09-30
"Liechtenstein","MassGatherAll",2020-12-20,2021-05-23
"Liechtenstein","MassGatherAll",2021-06-29,NA
"Liechtenstein","MassGatherAllPartial",2021-05-24,2021-06-28
"Liechtenstein","NonEssentialShops",2020-03-17,2020-04-27
"Liechtenstein","OutdoorOver100",2020-03-13,2020-07-03
"Liechtenstein","OutdoorOver1000",2020-02-28,2020-03-12
"Liechtenstein","OutdoorOver1000",2021-06-29,2021-08-15
"Liechtenstein","OutdoorOver500",2021-05-24,2021-06-28
"Liechtenstein","PrivateGatheringRestrictions",2020-03-16,2020-05-20
"Liechtenstein","PrivateGatheringRestrictions",2020-10-19,2021-06-13
"Liechtenstein","PrivateGatheringRestrictionsPartial",2021-06-14,2021-06-28
"Liechtenstein","QuarantineForInternationalTravellers",2020-07-06,NA
"Liechtenstein","RestaurantsCafes",2020-03-17,2020-05-15
"Liechtenstein","RestaurantsCafes",2020-10-24,2020-11-29
"Liechtenstein","RestaurantsCafes",2020-12-20,2021-04-25
"Liechtenstein","RestaurantsCafesPartial",2020-11-30,2020-12-19
"Liechtenstein","RestaurantsCafesPartial",2021-04-26,NA
"Liechtenstein","StayHomeGen",2020-03-21,2020-05-18
"Liechtenstein","StayHomeRiskG",2020-03-16,NA
"Liechtenstein","TeleworkingPartial",2021-01-15,NA
"Lithuania","BanOnAllEvents",2020-03-12,2020-05-31
"Lithuania","BanOnAllEvents",2020-11-07,2021-03-05
"Lithuania","ClosDaycare",2020-03-16,2020-04-26
"Lithuania","ClosDaycarePartial",2020-04-27,2020-05-27
"Lithuania","ClosHigh",2020-03-16,2020-05-24
"Lithuania","ClosHigh",2020-11-07,2021-05-23
"Lithuania","ClosHighPartial",2020-05-25,2020-06-30
"Lithuania","ClosHighPartial",2020-09-01,2020-11-06
"Lithuania","ClosHighPartial",2021-05-24,2021-06-30
"Lithuania","ClosPrim",2020-03-16,2020-05-24
"Lithuania","ClosPrim",2020-12-14,2021-05-31
"Lithuania","ClosPrimPartial",2020-05-25,2020-06-23
"Lithuania","ClosPubAnyPartial",2020-03-16,NA
"Lithuania","ClosSec",2020-03-16,2020-05-31
"Lithuania","ClosSec",2020-11-07,2021-05-02
"Lithuania","ClosSecPartial",2020-06-01,2020-06-16
"Lithuania","ClosSecPartial",2020-09-01,2020-11-06
"Lithuania","ClosSecPartial",2021-05-03,2021-06-30
"Lithuania","EntertainmentVenues",2020-03-16,2020-04-26
"Lithuania","EntertainmentVenues",2020-12-16,2021-03-05
"Lithuania","EntertainmentVenuesPartial",2020-04-27,2020-07-17
"Lithuania","EntertainmentVenuesPartial",2020-10-26,2020-12-15
"Lithuania","EntertainmentVenuesPartial",2021-04-27,2021-06-30
"Lithuania","GymsSportsCentres",2020-11-07,2021-05-02
"Lithuania","GymsSportsCentresPartial",2020-03-16,2020-06-16
"Lithuania","GymsSportsCentresPartial",2021-05-03,2021-06-30
"Lithuania","HotelsOtherAccommodationPartial",2020-11-07,2021-05-31
"Lithuania","IndoorOver100",2020-06-01,2020-06-15
"Lithuania","IndoorOver1000",2020-08-16,2020-08-31
"Lithuania","IndoorOver500",2020-06-17,2020-07-31
"Lithuania","IndoorOver500",2020-10-30,2020-11-06
"Lithuania","IndoorOver500",2021-05-25,2021-06-30
"Lithuania","MasksMandatoryAllSpaces",2020-04-10,2020-04-29
"Lithuania","MasksMandatoryAllSpaces",2020-11-07,2021-02-24
"Lithuania","MasksMandatoryAllSpacesPartial",2020-04-30,2020-06-16
"Lithuania","MasksMandatoryAllSpacesPartial",2020-08-21,2020-11-06
"Lithuania","MasksMandatoryAllSpacesPartial",2021-02-25,2021-06-30
"Lithuania","MasksMandatoryClosedSpacesPartial",2020-08-01,2020-08-20
"Lithuania","MasksMandatoryClosedSpacesPartial",2021-07-01,NA
"Lithuania","MasksVoluntaryAllSpaces",2020-03-23,2020-04-09
"Lithuania","MasksVoluntaryAllSpaces",2020-06-16,2020-11-06
"Lithuania","MassGather50",2020-03-12,2020-05-03
"Lithuania","MassGather50",2020-11-07,2021-03-05
"Lithuania","MassGather50Partial",2020-05-04,2020-06-16
"Lithuania","MassGatherAll",2020-03-12,2020-05-03
"Lithuania","MassGatherAll",2020-07-01,2020-08-15
"Lithuania","MassGatherAll",2020-11-14,2021-03-05
"Lithuania","MassGatherAll",2021-06-02,2021-06-30
"Lithuania","MassGatherAllPartial",2020-05-04,2020-06-30
"Lithuania","MassGatherAllPartial",2020-08-16,2020-08-31
"Lithuania","MassGatherAllPartial",2020-10-30,2020-11-13
"Lithuania","MassGatherAllPartial",2021-03-06,2021-06-01
"Lithuania","NonEssentialShops",2020-03-16,2020-04-22
"Lithuania","NonEssentialShops",2020-12-16,2021-02-14
"Lithuania","NonEssentialShopsPartial",2020-04-23,2020-12-15
"Lithuania","NonEssentialShopsPartial",2021-02-15,2021-06-30
"Lithuania","OutdoorOver1000",2020-06-17,2020-08-31
"Lithuania","OutdoorOver50",2020-06-01,2020-06-16
"Lithuania","OutdoorOver500",2020-10-30,2020-11-06
"Lithuania","OutdoorOver500",2021-03-06,2021-06-01
"Lithuania","PlaceOfWorship",2020-03-16,2020-04-26
"Lithuania","PlaceOfWorshipPartial",2020-04-27,2020-06-16
"Lithuania","PlaceOfWorshipPartial",2020-11-07,2021-06-30
"Lithuania","PrivateGatheringRestrictions",2020-11-07,2020-12-15
"Lithuania","PrivateGatheringRestrictionsPartial",2020-03-19,2020-06-08
"Lithuania","PrivateGatheringRestrictionsPartial",2020-10-26,2020-11-06
"Lithuania","PrivateGatheringRestrictionsPartial",2021-05-24,2021-06-30
"Lithuania","QuarantineForInternationalTravellers",2020-03-06,2021-06-30
"Lithuania","RestaurantsCafes",2020-03-16,2020-04-22
"Lithuania","RestaurantsCafes",2020-11-07,2021-04-30
"Lithuania","RestaurantsCafesPartial",2020-04-23,2020-11-06
"Lithuania","RestaurantsCafesPartial",2021-05-24,NA
"Lithuania","SocialCircle",2020-12-16,2021-04-30
"Lithuania","StayHomeGen",2020-03-16,2020-06-16
"Lithuania","StayHomeGen",2020-11-07,2020-12-15
"Lithuania","StayHomeOrder",2020-12-16,2021-03-31
"Lithuania","Teleworking",2020-03-10,2020-06-15
"Lithuania","TeleworkingPartial",2020-06-16,NA
"Luxembourg","ClosDaycare",2020-03-16,2020-05-24
"Luxembourg","ClosDaycare",2020-12-28,2021-01-10
"Luxembourg","ClosHigh",2020-03-16,2020-05-24
"Luxembourg","ClosHigh",2020-12-28,2021-01-10
"Luxembourg","ClosPrim",2020-03-16,2020-05-24
"Luxembourg","ClosPrim",2020-12-28,2021-01-10
"Luxembourg","ClosPubAnyPartial",2020-03-16,NA
"Luxembourg","ClosSec",2020-03-16,2020-05-04
"Luxembourg","ClosSec",2020-12-28,2021-01-10
"Luxembourg","ClosSecPartial",2020-05-05,2020-05-26
"Luxembourg","ClosureOfPublicTransportPartial",2020-03-16,2020-06-08
"Luxembourg","ClosureOfPublicTransportPartial",2021-05-31,NA
"Luxembourg","EntertainmentVenues",2020-03-16,2020-05-10
"Luxembourg","EntertainmentVenues",2020-11-26,2021-01-10
"Luxembourg","EntertainmentVenuesPartial",2020-05-11,2020-11-25
"Luxembourg","EntertainmentVenuesPartial",2021-07-16,NA
"Luxembourg","GymsSportsCentres",2020-03-16,2020-05-29
"Luxembourg","GymsSportsCentres",2020-11-26,2021-01-10
"Luxembourg","GymsSportsCentresPartial",2021-01-11,NA
"Luxembourg","IndoorOver100",2020-03-17,2020-05-10
"Luxembourg","IndoorOver100",2020-09-22,2021-05-15
"Luxembourg","IndoorOver1000",2020-03-09,2020-03-16
"Luxembourg","IndoorOver1000",2021-06-22,NA
"Luxembourg","IndoorOver50",2020-05-11,2020-09-21
"Luxembourg","IndoorOver500",2021-05-16,2021-06-21
"Luxembourg","MasksMandatoryAllSpaces",2020-03-18,2020-04-19
"Luxembourg","MasksMandatoryAllSpacesPartial",2020-06-22,NA
"Luxembourg","MasksMandatoryClosedSpaces",2020-04-20,NA
"Luxembourg","MassGather50Partial",2020-05-11,2020-09-21
"Luxembourg","MassGatherAll",2020-03-09,2020-03-16
"Luxembourg","MassGatherAll",2020-09-22,2021-06-21
"Luxembourg","MassGatherAllPartial",2020-03-17,2020-09-21
"Luxembourg","MassGatherAllPartial",2021-06-22,NA
"Luxembourg","NonEssentialShops",2020-03-16,2020-04-19
"Luxembourg","NonEssentialShopsPartial",2020-04-20,2020-05-11
"Luxembourg","NonEssentialShopsPartial",2020-10-28,NA
"Luxembourg","OutdoorOver100",2020-09-22,2021-06-12
"Luxembourg","OutdoorOver50",2020-07-19,2020-09-21
"Luxembourg","OutdoorOver500",2020-03-17,2020-07-18
"Luxembourg","PrivateGatheringRestrictions",2020-03-16,2020-05-11
"Luxembourg","PrivateGatheringRestrictions",2020-07-19,2021-06-12
"Luxembourg","PrivateGatheringRestrictionsPartial",2021-06-13,NA
"Luxembourg","QuarantineForInternationalTravellers",2021-05-06,2021-05-15
"Luxembourg","RestaurantsCafes",2020-03-16,2020-05-29
"Luxembourg","RestaurantsCafes",2020-11-27,2021-04-06
"Luxembourg","RestaurantsCafesPartial",2020-05-30,2020-11-26
"Luxembourg","RestaurantsCafesPartial",2021-04-07,NA
"Luxembourg","StayHomeOrder",2020-03-18,2020-04-19
"Luxembourg","StayHomeOrderPartial",2020-04-20,2020-05-11
"Luxembourg","StayHomeOrderPartial",2020-10-30,2021-06-12
"Luxembourg","StayHomeRiskG",2020-03-12,NA
"Luxembourg","Teleworking",2020-03-13,NA
"Malta","BanOnAllEvents",2020-03-13,2021-04-25
"Malta","ClosDaycare",2020-03-13,2020-06-30
"Malta","ClosDaycare",2021-03-15,2021-04-11
"Malta","ClosHigh",2020-03-13,2020-06-30
"Malta","ClosHigh",2020-09-01,NA
"Malta","ClosPrim",2020-03-13,2020-06-30
"Malta","ClosPrim",2021-03-15,2021-04-11
"Malta","ClosPubAny",2020-03-18,2020-05-21
"Malta","ClosPubAny",2021-03-11,2021-04-25
"Malta","ClosPubAnyPartial",2020-05-22,2021-03-10
"Malta","ClosPubAnyPartial",2021-04-26,NA
"Malta","ClosSec",2020-03-13,2020-06-30
"Malta","ClosSec",2021-03-15,2021-04-11
"Malta","EntertainmentVenues",2020-03-18,2020-05-21
"Malta","EntertainmentVenues",2021-03-11,2021-04-25
"Malta","EntertainmentVenuesPartial",2020-08-17,2021-03-10
"Malta","EntertainmentVenuesPartial",2021-04-26,2021-06-27
"Malta","GymsSportsCentres",2020-03-18,2020-06-02
"Malta","GymsSportsCentres",2021-03-11,2021-05-09
"Malta","GymsSportsCentresPartial",2020-06-03,2021-03-10
"Malta","GymsSportsCentresPartial",2021-05-10,NA
"Malta","IndoorOver100",2021-07-05,2021-07-18
"Malta","IndoorOver500",2021-07-19,NA
"Malta","MasksMandatoryAllSpaces",2020-05-22,2021-06-30
"Malta","MasksMandatoryAllSpacesPartial",2021-07-01,NA
"Malta","MassGather50",2020-03-13,2021-04-25
"Malta","MassGatherAll",2020-03-13,2021-04-25
"Malta","MassGatherAll",2021-07-05,NA
"Malta","NonEssentialShops",2020-03-23,2020-05-21
"Malta","NonEssentialShops",2021-03-10,2021-05-10
"Malta","NonEssentialShopsPartial",2020-05-22,2021-03-09
"Malta","PlaceOfWorship",2020-08-20,2021-03-30
"Malta","PrivateGatheringRestrictions",2020-08-17,2021-04-25
"Malta","PrivateGatheringRestrictions",2021-05-24,NA
"Malta","QuarantineForInternationalTravellers",2021-07-27,NA
"Malta","RestaurantsCafes",2020-03-18,2020-05-21
"Malta","RestaurantsCafes",2021-03-11,2021-05-09
"Malta","RestaurantsCafesPartial",2020-05-22,2021-03-10
"Malta","RestaurantsCafesPartial",2021-05-24,NA
"Malta","StayHomeRiskG",2020-03-28,2020-07-01
"Malta","Teleworking",2020-05-08,NA
"Netherlands","AdaptationOfWorkplace",2020-03-25,2021-03-02
"Netherlands","AdaptationOfWorkplace",2021-05-19,NA
"Netherlands","AdaptationOfWorkplacePartial",2021-03-03,2021-05-18
"Netherlands","BanOnAllEvents",2020-03-23,2020-05-31
"Netherlands","BanOnAllEvents",2020-11-04,2021-06-04
